DPCOEF,POROS,MMP,SOINIT,XKVH,SOLRAT,RF_1HCPV,RF_2HCPV
0.781,0.098,1759.695,0.449,0.1,4.677,3.613,4.895
0.778,0.103,1691.829,0.348,0.097,4.191,1.901,2.666
0.914,0.097,1619.422,0.349,0.096,3.502,1.809,1.944
0.714,0.101,1591.455,0.426,0.1,6.853,3.646,5.079
0.883,0.102,1721.697,0.401,0.084,8.435,2.332,2.765
0.771,0.103,1697.41,0.43,0.098,2.239,3.236,4.451
0.906,0.096,1556.822,0.411,0.098,3.285,2.403,2.678
0.793,0.104,1599.499,0.395,0.1,8.822,2.609,3.529
0.805,0.099,1643.677,0.368,0.08,2.177,2.073,2.819
0.845,0.097,1371.461,0.39,0.09,2.354,2.222,2.831
0.826,0.1,1511.098,0.419,0.1,6.121,2.877,3.725
0.789,0.105,1512.223,0.376,0.086,4.936,2.317,3.166
0.821,0.107,1755.023,0.413,0.1,8.159,2.693,3.552
0.85,0.103,1544.27,0.377,0.1,7.218,2.192,2.748
0.733,0.091,1613.863,0.395,0.084,3.499,2.821,3.967
0.717,0.095,1725.89,0.358,0.098,4.704,2.185,3.142
0.807,0.094,1516.206,0.394,0.1,2.694,2.474,3.315
0.757,0.094,1449.252,0.405,0.086,2.755,2.886,4.013
0.838,0.099,1803.588,0.402,0.084,9.852,2.374,3.096
0.773,0.098,1669.442,0.391,0.09,2.311,2.5,3.48
0.804,0.095,1478.521,0.388,0.1,3.453,2.404,3.235
0.77,0.105,1719.856,0.38,0.1,5.177,2.355,3.293
0.82,0.101,1704.252,0.417,0.094,6.732,2.808,3.691
0.754,0.104,1728.995,0.419,0.087,9.626,3.137,4.355
0.724,0.099,1522.976,0.396,0.092,5.11,2.938,4.135
0.736,0.099,1584.155,0.389,0.1,3.481,2.699,3.806
0.909,0.098,1665.184,0.407,0.1,5.914,2.362,2.619
0.76,0.099,1565.179,0.401,0.092,8.172,2.858,3.955
0.845,0.101,1412.227,0.409,0.1,4.076,2.567,3.245
0.741,0.1,1456.719,0.383,0.097,3.353,2.573,3.637
0.752,0.104,1630.705,0.419,0.1,7.723,3.241,4.474
0.814,0.106,1559.866,0.384,0.089,6.165,2.355,3.12
0.808,0.1,1331.12,0.392,0.1,7.469,2.449,3.285
0.907,0.097,1695.144,0.365,0.087,4.92,1.907,2.113
0.905,0.107,1573.873,0.426,0.1,8.511,2.702,3.011
0.859,0.103,1537.652,0.407,0.091,5.398,2.539,3.129
0.828,0.102,1672.917,0.376,0.097,7.258,2.178,2.852
0.807,0.103,1586.216,0.426,0.094,5.063,3.07,4.064
0.794,0.094,1665.628,0.412,0.1,6.549,2.844,3.836
0.905,0.094,1348.741,0.393,0.1,6.524,2.18,2.391
0.828,0.096,1341.178,0.451,0.096,8.382,3.44,4.422
0.824,0.095,1618.544,0.385,0.092,2.787,2.269,2.992
0.776,0.099,1843.415,0.36,0.1,3.807,1.901,2.73
0.734,0.096,1521.414,0.414,0.066,4.341,3.247,4.523
0.905,0.105,1661.088,0.416,0.1,6.057,2.509,2.813
0.789,0.101,1476.086,0.353,0.09,9.267,2.04,2.808
0.805,0.099,1536.81,0.422,0.1,8.392,3.04,4.022
0.754,0.094,1418.547,0.418,0.1,8.702,3.218,4.454
0.872,0.101,1753.517,0.437,0.1,4.754,2.868,3.505
0.726,0.095,1536.387,0.363,0.096,4.676,2.329,3.315
0.871,0.103,1503.676,0.404,0.1,7.575,2.481,2.975
0.759,0.104,1679.793,0.375,0.094,8.868,2.352,3.302
0.885,0.1,1489.471,0.39,0.092,9.67,2.26,2.625
0.849,0.095,1507.965,0.379,0.1,4.902,2.179,2.741
0.764,0.103,1436.568,0.394,0.1,7.027,2.715,3.764
0.822,0.098,1818.25,0.362,0.1,7.612,1.887,2.549
0.788,0.097,1511.127,0.383,0.1,9.223,2.424,3.306
0.767,0.1,1872.061,0.355,0.094,7.896,1.849,2.68
0.877,0.106,1478.064,0.397,0.091,5.402,2.339,2.769
0.8,0.098,1360.97,0.382,0.091,8.145,2.346,3.183
0.8,0.106,1762.978,0.403,0.1,5.594,2.595,3.525
0.765,0.093,1625.051,0.394,0.1,9.926,2.66,3.691
0.798,0.094,1551.503,0.377,0.1,4.922,2.292,3.106
0.881,0.102,1604.029,0.361,0.1,2.586,1.882,2.229
0.795,0.096,1516.635,0.416,0.099,7.682,2.968,3.976
0.907,0.098,1643.595,0.407,0.1,4.39,2.345,2.61
0.905,0.095,1637.254,0.347,0.1,7.647,1.844,2.032
0.76,0.098,1420.144,0.451,0.1,2.607,3.853,5.261
0.767,0.097,1773.208,0.407,0.098,9.897,2.783,3.873
0.878,0.103,1587.914,0.373,0.095,8.368,2.092,2.471
0.799,0.102,1487.424,0.425,0.1,7.506,3.122,4.154
0.71,0.107,1535.221,0.43,0.1,7.142,3.776,5.258
0.783,0.103,1744.822,0.402,0.097,3.124,2.621,3.625
0.827,0.102,1562.628,0.43,0.087,3.156,3.012,3.903
0.863,0.102,1619.203,0.346,0.1,2.617,1.78,2.197
0.758,0.105,1802.965,0.439,0.089,8.11,3.509,4.843
0.753,0.098,1649.618,0.353,0.1,7.71,2.073,2.935
0.896,0.098,1658.399,0.407,0.1,8.922,2.412,2.754
0.853,0.103,1511.524,0.386,0.097,7.201,2.288,2.845
0.826,0.097,1655.65,0.349,0.1,5.165,1.869,2.467
0.857,0.106,1566.241,0.437,0.1,9.204,3.061,3.769
0.804,0.1,1773.46,0.365,0.088,6.933,2.01,2.758
0.855,0.098,1452.699,0.426,0.083,2.376,2.779,3.459
0.796,0.103,1526.749,0.385,0.096,9.186,2.442,3.299
0.778,0.098,1408.996,0.415,0.1,8.986,3.022,4.123
0.849,0.107,1561.845,0.378,0.1,8.062,2.209,2.769
0.802,0.108,1463.423,0.403,0.1,9.424,2.719,3.629
0.924,0.102,1733.045,0.42,0.091,5.19,2.454,2.638
0.793,0.095,1783.844,0.402,0.099,8.754,2.565,3.511
0.896,0.097,1656.067,0.383,0.1,9.467,2.123,2.414
0.9,0.1,1436.383,0.376,0.097,8.328,2.08,2.309
0.778,0.105,1547.979,0.37,0.1,7.85,2.288,3.156
0.863,0.096,1820.053,0.425,0.098,4.85,2.634,3.302
0.804,0.095,1456.634,0.405,0.093,4.708,2.695,3.601
0.894,0.094,1617.455,0.398,0.1,9.187,2.307,2.635
0.806,0.1,1552.046,0.378,0.1,3.437,2.248,3.025
0.852,0.105,1887.723,0.393,0.096,2.34,2.054,2.695
0.809,0.093,1526.65,0.406,0.1,7.124,2.712,3.598
0.775,0.097,1392.731,0.356,0.099,4.699,2.056,2.877
0.771,0.102,1668.468,0.387,0.1,7.838,2.522,3.494
0.803,0.104,1542.514,0.377,0.1,9.98,2.299,3.09
0.854,0.104,1651.735,0.407,0.1,3.735,2.499,3.135
0.828,0.103,1437.249,0.405,0.097,4.558,2.584,3.353
0.842,0.095,1607.001,0.382,0.1,6.771,2.24,2.857
0.784,0.099,1559.888,0.349,0.1,7.318,2.0,2.759
0.811,0.108,1611.241,0.371,0.095,9.946,2.189,2.924
0.733,0.109,1737.596,0.368,0.093,5.966,2.297,3.284
0.867,0.101,1829.961,0.402,0.1,3.752,2.243,2.81
0.931,0.102,1689.201,0.369,0.095,9.064,1.971,2.011
0.801,0.107,1695.145,0.396,0.097,7.68,2.542,3.427
0.717,0.099,1608.81,0.405,0.1,6.959,3.148,4.42
0.765,0.095,1432.408,0.429,0.1,8.919,3.392,4.638
0.836,0.102,1655.195,0.377,0.1,2.611,2.108,2.748
0.829,0.107,1463.096,0.371,0.1,5.638,2.149,2.792
0.861,0.102,1510.283,0.37,0.1,9.113,2.091,2.56
0.78,0.104,1670.576,0.387,0.1,2.662,2.42,3.357
0.856,0.099,1651.522,0.408,0.1,6.586,2.538,3.161
0.842,0.094,1537.863,0.409,0.1,4.485,2.616,3.326
0.79,0.096,1697.436,0.374,0.098,6.528,2.22,3.054
0.819,0.108,1795.486,0.365,0.089,2.768,1.893,2.579
0.761,0.1,1613.9,0.394,0.075,6.33,2.7,3.749
0.807,0.092,1659.134,0.366,0.1,6.095,2.089,2.822
0.883,0.107,1521.179,0.422,0.1,2.518,2.601,3.066
0.803,0.1,1827.51,0.358,0.09,3.872,1.835,2.564
0.872,0.104,1521.961,0.416,0.1,3.074,2.571,3.098
0.826,0.1,1757.64,0.35,0.1,5.803,1.813,2.419
0.769,0.095,1786.055,0.421,0.1,4.268,3.035,4.204
0.825,0.101,1675.352,0.406,0.1,6.146,2.61,3.415
0.814,0.109,1715.842,0.384,0.093,6.509,2.295,3.07
0.8,0.093,1587.079,0.391,0.1,2.061,2.422,3.286
0.755,0.104,1779.661,0.41,0.1,8.958,2.902,4.057
0.802,0.097,1684.771,0.371,0.1,3.179,2.115,2.89
0.743,0.099,1542.516,0.431,0.099,8.738,3.572,4.925
0.75,0.099,1379.31,0.396,0.1,6.35,2.798,3.924
0.802,0.106,1612.495,0.417,0.1,3.829,2.888,3.866
0.787,0.1,1730.64,0.398,0.1,8.244,2.584,3.538
0.897,0.099,1741.634,0.394,0.1,7.164,2.197,2.521
0.797,0.104,1727.725,0.395,0.1,7.227,2.512,3.413
0.855,0.093,1496.607,0.387,0.1,4.486,2.259,2.814
0.817,0.094,1576.96,0.414,0.088,5.222,2.806,3.685
0.845,0.092,1636.35,0.425,0.1,6.288,2.87,3.632
0.781,0.102,1655.378,0.426,0.1,4.961,3.189,4.33
0.903,0.1,1545.408,0.363,0.1,4.91,1.949,2.151
0.817,0.105,1664.789,0.417,0.1,8.752,2.845,3.734
0.87,0.1,1628.636,0.373,0.1,9.706,2.072,2.498
0.796,0.097,1620.75,0.341,0.1,5.848,1.853,2.538
0.75,0.104,1653.717,0.38,0.089,8.917,2.489,3.5
0.839,0.098,1632.804,0.382,0.1,8.397,2.234,2.863
0.714,0.106,1473.313,0.421,0.093,5.902,3.552,4.969
0.81,0.097,1749.65,0.415,0.1,7.297,2.776,3.707
0.769,0.096,1508.093,0.358,0.1,2.523,2.074,2.912
0.832,0.1,1685.542,0.384,0.09,7.143,2.263,2.948
0.922,0.093,1478.22,0.378,0.1,3.95,2.018,2.1
0.808,0.093,1652.965,0.404,0.085,9.501,2.63,3.512
0.867,0.1,1762.971,0.4,0.1,7.342,2.325,2.864
0.814,0.097,1341.808,0.41,0.095,6.964,2.717,3.597
0.813,0.091,1839.518,0.434,0.089,9.243,3.002,4.013
0.899,0.098,1373.087,0.392,0.097,7.976,2.207,2.466
0.886,0.1,1345.235,0.408,0.1,5.349,2.401,2.79
0.86,0.099,1739.878,0.435,0.1,8.301,2.92,3.619
0.786,0.095,1671.017,0.4,0.095,9.447,2.655,3.626
0.819,0.101,1438.007,0.383,0.099,9.549,2.331,3.071
0.775,0.102,1793.862,0.391,0.097,3.998,2.421,3.398
0.806,0.102,1656.993,0.416,0.091,6.39,2.879,3.835
0.811,0.099,1441.378,0.413,0.081,8.358,2.835,3.748
0.871,0.095,1741.569,0.416,0.1,9.839,2.542,3.098
0.888,0.1,1594.216,0.415,0.1,2.711,2.493,2.921
0.802,0.105,1523.75,0.435,0.1,8.17,3.322,4.391
0.721,0.1,1722.538,0.417,0.1,5.611,3.299,4.63
0.878,0.096,1683.022,0.426,0.094,8.74,2.736,3.27
0.766,0.094,1639.516,0.402,0.1,8.008,2.811,3.881
0.831,0.107,1764.842,0.407,0.1,5.607,2.538,3.322
0.725,0.103,1741.982,0.444,0.1,9.412,3.902,5.412
0.8,0.098,1502.046,0.428,0.097,4.94,3.157,4.202
0.927,0.098,1752.228,0.418,0.099,5.159,2.402,2.561
0.75,0.105,1559.475,0.41,0.099,8.052,3.097,4.288
0.803,0.096,1578.782,0.387,0.1,4.116,2.403,3.236
0.788,0.1,1829.43,0.401,0.093,8.195,2.527,3.498
0.89,0.102,1692.099,0.352,0.076,8.386,1.854,2.145
0.88,0.099,1540.557,0.392,0.097,7.79,2.287,2.692
0.777,0.093,1648.259,0.362,0.1,5.004,2.112,2.94
0.745,0.097,1612.039,0.414,0.1,5.759,3.161,4.388
0.832,0.106,1444.874,0.431,0.084,6.437,3.059,3.919
0.792,0.1,1757.857,0.37,0.1,3.025,2.066,2.881
0.839,0.104,1720.943,0.377,0.1,4.961,2.113,2.74
0.728,0.101,1699.97,0.427,0.096,3.307,3.455,4.829
0.758,0.107,1618.304,0.403,0.089,4.212,2.857,3.969
0.842,0.106,1499.376,0.403,0.092,9.207,2.569,3.255
0.773,0.1,1755.436,0.402,0.094,2.451,2.628,3.671
0.877,0.098,1552.059,0.375,0.1,6.431,2.096,2.485
0.738,0.101,1360.177,0.377,0.1,5.481,2.5,3.561
0.773,0.102,1842.723,0.44,0.093,7.353,3.384,4.648
0.943,0.1,1741.912,0.414,0.095,9.701,2.335,2.336
0.804,0.104,1639.39,0.359,0.1,5.667,2.028,2.745
0.844,0.096,1347.258,0.375,0.096,6.043,2.107,2.682
0.768,0.098,1502.457,0.406,0.1,2.957,2.859,3.949
0.829,0.102,1585.252,0.381,0.099,9.29,2.272,2.951
0.849,0.097,1641.263,0.378,0.1,5.109,2.144,2.715
0.789,0.099,1670.801,0.373,0.08,2.337,2.171,3.003
0.87,0.107,1704.78,0.371,0.1,6.239,2.021,2.459
0.828,0.101,1617.191,0.405,0.094,8.758,2.616,3.393
0.799,0.107,1651.229,0.433,0.1,6.728,3.251,4.33
0.821,0.103,1715.673,0.387,0.1,6.789,2.314,3.064
0.824,0.103,1675.437,0.363,0.085,2.172,1.95,2.6
0.764,0.101,1809.813,0.364,0.1,9.765,2.034,2.907
0.8,0.095,1749.788,0.437,0.096,5.247,3.245,4.347
0.793,0.1,1474.6,0.399,0.1,3.135,2.623,3.561
0.8,0.097,1802.714,0.395,0.079,3.122,2.379,3.272
0.855,0.109,1491.707,0.431,0.096,7.346,2.966,3.661
0.811,0.097,1860.345,0.398,0.092,5.452,2.349,3.21
0.903,0.097,1668.137,0.396,0.1,2.429,2.174,2.462
0.786,0.101,1641.071,0.436,0.1,2.689,3.328,4.501
0.802,0.1,1541.616,0.396,0.097,5.41,2.568,3.444
0.861,0.092,1454.788,0.39,0.089,8.365,2.29,2.815
0.82,0.095,1450.702,0.403,0.092,3.14,2.564,3.375
0.82,0.104,1745.028,0.447,0.1,2.911,3.296,4.338
0.737,0.1,1578.997,0.443,0.086,5.775,3.896,5.361
0.8,0.095,1618.528,0.418,0.1,6.196,2.955,3.949
0.782,0.1,1789.232,0.397,0.098,6.106,2.536,3.515
0.945,0.097,1514.392,0.43,0.1,6.025,2.588,2.552
0.788,0.097,1693.866,0.392,0.1,9.119,2.498,3.419
0.884,0.107,1591.005,0.407,0.1,5.139,2.448,2.87
0.84,0.099,1495.693,0.37,0.1,2.268,2.04,2.626
0.792,0.093,1737.319,0.409,0.1,2.08,2.677,3.671
0.819,0.108,1659.981,0.38,0.1,5.226,2.245,2.975
0.873,0.104,1430.713,0.418,0.08,9.148,2.659,3.182
0.884,0.097,1612.8,0.391,0.1,7.693,2.26,2.647
0.763,0.099,1736.652,0.39,0.1,6.562,2.542,3.556
0.792,0.105,1409.765,0.416,0.099,7.615,2.97,3.998
0.792,0.098,1573.732,0.392,0.1,3.339,2.51,3.419
0.732,0.101,1712.753,0.413,0.085,4.394,3.133,4.395
0.827,0.1,1740.326,0.426,0.093,8.326,2.913,3.794
0.876,0.099,1698.916,0.365,0.094,2.086,1.873,2.27
0.798,0.102,1534.58,0.396,0.1,4.437,2.576,3.475
0.851,0.1,1602.086,0.439,0.094,9.61,3.115,3.88
0.832,0.092,1684.199,0.422,0.088,6.887,2.838,3.669
0.797,0.104,1465.728,0.446,0.096,7.852,3.572,4.733
0.759,0.095,1629.999,0.427,0.1,5.166,3.341,4.587
0.846,0.1,1675.65,0.383,0.1,2.827,2.154,2.764
0.876,0.101,1735.679,0.37,0.093,7.458,1.982,2.388
0.841,0.102,1441.778,0.374,0.096,5.394,2.138,2.725
0.721,0.099,1543.601,0.374,0.092,3.151,2.514,3.576
0.774,0.103,1612.768,0.356,0.087,9.173,2.086,2.909
0.742,0.095,1668.031,0.433,0.1,4.014,3.553,4.918
0.823,0.102,1679.561,0.398,0.087,4.788,2.463,3.244
0.854,0.104,1513.51,0.36,0.1,3.673,1.95,2.433
0.753,0.105,1349.978,0.417,0.1,5.136,3.163,4.402
0.872,0.101,1665.239,0.384,0.1,6.89,2.182,2.635
0.821,0.098,1772.104,0.355,0.1,3.657,1.832,2.48
0.842,0.096,1709.089,0.372,0.1,4.872,2.041,2.636
0.917,0.098,1639.316,0.408,0.095,2.108,2.287,2.484
0.746,0.1,1836.46,0.42,0.1,3.276,3.065,4.328
0.889,0.096,1579.215,0.378,0.1,9.255,2.11,2.428
0.756,0.107,1607.611,0.403,0.094,7.083,2.893,4.01
0.799,0.105,1347.028,0.333,0.075,6.033,1.781,2.448
0.875,0.093,1801.366,0.38,0.09,6.119,2.011,2.461
0.891,0.101,1626.143,0.371,0.091,7.137,2.029,2.333
0.814,0.104,1565.224,0.356,0.1,3.685,1.974,2.641
0.827,0.097,1389.563,0.396,0.085,2.272,2.389,3.131
0.845,0.1,1555.412,0.406,0.1,5.281,2.569,3.245
0.871,0.099,1325.449,0.351,0.1,9.273,1.843,2.215
0.755,0.096,1541.62,0.365,0.1,6.085,2.279,3.201
0.866,0.101,1806.522,0.437,0.095,9.062,2.876,3.555
0.811,0.109,1466.638,0.375,0.079,3.008,2.192,2.937
0.806,0.099,1613.948,0.417,0.1,4.188,2.874,3.827
0.803,0.101,1483.279,0.416,0.093,7.122,2.923,3.889
0.814,0.098,1702.537,0.384,0.1,2.188,2.221,2.996
0.905,0.105,1619.343,0.373,0.1,3.202,1.977,2.196
0.82,0.105,1490.794,0.377,0.096,2.883,2.188,2.898
0.908,0.096,1744.834,0.402,0.088,6.137,2.251,2.519
0.767,0.106,1702.831,0.389,0.1,9.052,2.539,3.532
0.848,0.096,1806.374,0.397,0.084,2.026,2.218,2.88
0.866,0.094,1310.634,0.422,0.1,2.448,2.575,3.151
0.84,0.102,1586.847,0.398,0.1,7.31,2.471,3.147
0.829,0.099,1894.655,0.454,0.093,4.948,3.283,4.323
0.822,0.1,1715.647,0.409,0.085,9.147,2.638,3.47
0.878,0.102,1725.734,0.373,0.1,6.303,2.013,2.415
0.868,0.093,1638.856,0.397,0.095,2.477,2.289,2.806
0.755,0.098,1672.672,0.422,0.098,2.055,3.173,4.406
0.875,0.1,1712.807,0.375,0.1,5.513,2.027,2.451
0.802,0.097,1428.882,0.414,0.094,5.177,2.868,3.833
0.78,0.093,1664.765,0.347,0.092,5.851,1.926,2.686
0.88,0.094,1717.719,0.439,0.1,5.437,2.906,3.483
0.804,0.104,1385.766,0.409,0.093,6.815,2.772,3.703
0.865,0.106,1531.235,0.368,0.1,9.206,2.079,2.519
0.781,0.096,1541.5,0.429,0.1,8.048,3.29,4.44
0.71,0.097,1738.213,0.357,0.1,6.233,2.199,3.165
0.812,0.102,1701.161,0.391,0.095,6.22,2.397,3.205
0.75,0.107,1651.315,0.415,0.098,9.863,3.137,4.349
0.854,0.098,1712.517,0.438,0.1,9.535,3.019,3.768
0.783,0.105,1585.687,0.386,0.1,3.258,2.444,3.362
0.806,0.1,1749.928,0.424,0.086,7.091,2.954,3.951
0.747,0.107,1505.326,0.372,0.09,4.495,2.406,3.394
0.785,0.095,1669.4,0.348,0.1,3.595,1.891,2.637
0.859,0.108,1508.603,0.346,0.1,9.538,1.897,2.324
0.762,0.099,1384.706,0.408,0.1,2.688,2.9,4.037
0.835,0.107,1526.158,0.367,0.099,2.218,2.016,2.617
0.894,0.1,1597.864,0.351,0.092,5.764,1.873,2.125
0.84,0.1,1732.126,0.447,0.092,6.288,3.244,4.138
0.866,0.104,1602.669,0.377,0.077,2.857,2.069,2.534
0.752,0.103,1479.575,0.395,0.1,9.578,2.788,3.889
0.779,0.101,1863.915,0.405,0.074,2.737,2.557,3.596
0.887,0.099,1520.484,0.366,0.098,7.773,2.016,2.322
0.847,0.104,1848.551,0.387,0.082,4.92,2.094,2.731
0.834,0.107,1792.95,0.408,0.094,4.103,2.48,3.257
0.838,0.091,1613.015,0.407,0.1,3.688,2.565,3.298
0.802,0.101,1428.66,0.425,0.077,3.407,3.04,4.055
0.733,0.105,1665.852,0.393,0.1,6.223,2.786,3.923
0.86,0.102,1733.354,0.431,0.1,2.358,2.774,3.474
0.84,0.104,1583.115,0.41,0.096,8.164,2.67,3.392
0.809,0.105,1507.43,0.402,0.1,3.868,2.609,3.472
0.889,0.103,1711.608,0.363,0.078,5.473,1.904,2.222
0.792,0.102,1613.843,0.402,0.083,2.642,2.653,3.609
0.786,0.107,1488.609,0.404,0.097,5.758,2.785,3.781
0.881,0.105,1804.695,0.417,0.097,7.013,2.487,2.992
0.863,0.104,1803.344,0.413,0.1,2.395,2.415,3.045
0.815,0.094,1557.039,0.399,0.1,8.947,2.58,3.403
0.757,0.097,1407.334,0.404,0.087,4.389,2.882,4.011
0.773,0.101,1642.205,0.418,0.086,4.723,3.06,4.188
0.836,0.102,1538.958,0.387,0.093,3.327,2.277,2.934
0.798,0.098,1409.288,0.365,0.1,9.071,2.145,2.922
0.872,0.094,1760.448,0.429,0.1,4.765,2.725,3.337
0.907,0.098,1881.586,0.443,0.099,4.381,2.711,3.138
0.865,0.103,1551.143,0.393,0.095,7.758,2.341,2.85
0.797,0.105,1685.651,0.451,0.098,4.525,3.612,4.81
0.861,0.106,1408.806,0.384,0.1,5.692,2.211,2.711
0.794,0.099,1557.967,0.355,0.1,9.997,2.027,2.772
0.765,0.099,1439.912,0.402,0.086,5.922,2.848,3.937
0.729,0.099,1399.815,0.428,0.085,5.706,3.581,4.991
0.798,0.099,1627.938,0.405,0.097,8.386,2.733,3.671
0.89,0.102,1711.229,0.339,0.1,2.341,1.679,1.963
0.777,0.098,1585.543,0.34,0.089,5.005,1.888,2.63
0.772,0.092,1607.344,0.414,0.1,7.604,3.012,4.12
0.916,0.099,1520.752,0.425,0.082,9.299,2.628,2.834
0.725,0.097,1682.169,0.378,0.1,7.19,2.533,3.597
0.86,0.092,1554.938,0.395,0.092,6.239,2.367,2.915
0.79,0.1,1410.226,0.443,0.079,5.689,3.514,4.703
0.731,0.096,1472.602,0.395,0.095,5.831,2.881,4.054
0.894,0.1,1452.067,0.365,0.087,5.771,1.972,2.224
0.759,0.097,1580.104,0.434,0.097,9.514,3.517,4.808
0.82,0.101,1408.343,0.397,0.1,8.481,2.529,3.317
0.783,0.109,1713.364,0.386,0.1,4.595,2.401,3.321
0.74,0.1,1771.318,0.36,0.08,2.485,2.06,2.976
0.735,0.102,1511.45,0.395,0.1,7.471,2.867,4.022
0.754,0.106,1595.621,0.418,0.1,7.832,3.213,4.43
0.742,0.099,1605.774,0.413,0.096,8.177,3.166,4.4
0.855,0.096,1848.041,0.397,0.087,3.863,2.193,2.82
0.811,0.098,1408.681,0.413,0.096,7.094,2.822,3.731
0.793,0.099,1655.498,0.386,0.1,7.114,2.431,3.309
0.802,0.102,1549.475,0.415,0.1,2.888,2.839,3.802
0.898,0.091,1600.542,0.358,0.1,8.19,1.917,2.152
0.892,0.105,1497.652,0.373,0.09,6.737,2.065,2.347
0.847,0.094,1469.834,0.429,0.095,5.981,2.944,3.694
0.884,0.106,1509.384,0.382,0.087,2.318,2.073,2.423
0.789,0.107,1413.257,0.373,0.093,5.667,2.276,3.119
0.798,0.109,1523.733,0.358,0.1,8.806,2.101,2.848
0.83,0.104,1663.914,0.39,0.096,4.977,2.339,3.053
0.831,0.095,1649.534,0.355,0.093,9.837,1.919,2.51
0.811,0.102,1616.82,0.397,0.1,8.295,2.56,3.399
0.8,0.096,1308.351,0.435,0.094,8.589,3.244,4.335
0.927,0.105,1450.468,0.419,0.1,6.705,2.504,2.591
0.868,0.098,1731.823,0.349,0.094,4.247,1.774,2.188
0.804,0.098,1521.163,0.382,0.1,5.22,2.353,3.159
0.849,0.106,1774.285,0.371,0.096,6.943,2.002,2.564
0.782,0.092,1749.728,0.355,0.089,9.081,1.926,2.708
0.75,0.096,1466.994,0.361,0.1,7.813,2.249,3.178
0.794,0.099,1764.602,0.433,0.1,4.881,3.18,4.296
0.8,0.102,1641.176,0.383,0.1,4.063,2.33,3.16
0.72,0.102,1642.03,0.39,0.085,7.069,2.802,3.96
0.867,0.102,1737.158,0.396,0.098,2.647,2.227,2.766
0.795,0.105,1570.019,0.415,0.1,4.997,2.934,3.941
0.825,0.095,1681.705,0.42,0.083,4.005,2.822,3.693
0.743,0.1,1655.455,0.443,0.095,8.962,3.818,5.247
0.766,0.103,1697.201,0.374,0.086,7.25,2.303,3.226
0.886,0.101,1652.682,0.382,0.09,2.968,2.074,2.44
0.829,0.099,1420.041,0.383,0.1,6.089,2.291,2.978
0.907,0.092,1529.539,0.394,0.1,8.314,2.245,2.465
0.943,0.093,1796.008,0.421,0.089,2.878,2.32,2.374
0.796,0.095,1500.541,0.377,0.099,6.576,2.311,3.132
0.786,0.098,1591.559,0.419,0.096,8.063,3.052,4.12
0.877,0.095,1553.47,0.373,0.1,3.671,2.035,2.423
0.943,0.099,1424.635,0.412,0.079,9.429,2.368,2.309
0.832,0.096,1480.593,0.42,0.093,6.419,2.863,3.675
0.862,0.103,1527.157,0.426,0.1,7.056,2.849,3.479
0.86,0.105,1588.786,0.398,0.088,4.825,2.391,2.954
0.794,0.099,1749.715,0.385,0.089,8.192,2.325,3.19
0.824,0.1,1604.722,0.418,0.095,6.789,2.851,3.708
0.871,0.107,1649.686,0.384,0.1,9.341,2.203,2.654
0.842,0.1,1576.897,0.367,0.1,5.878,2.066,2.635
0.723,0.109,1747.066,0.424,0.089,6.858,3.436,4.813
0.792,0.095,1653.569,0.391,0.099,6.601,2.503,3.406
0.76,0.105,1427.724,0.402,0.096,6.623,2.878,3.99
0.776,0.1,1593.173,0.435,0.1,7.715,3.442,4.653
0.89,0.092,1723.654,0.365,0.1,2.839,1.863,2.185
0.73,0.108,1681.043,0.401,0.1,6.827,2.956,4.154
0.774,0.107,1769.447,0.401,0.097,5.347,2.657,3.692
0.788,0.099,1502.436,0.427,0.1,5.604,3.213,4.32
0.83,0.107,1835.898,0.386,0.1,5.473,2.143,2.857
0.818,0.095,1526.526,0.39,0.094,2.886,2.381,3.153
0.774,0.102,1395.039,0.399,0.1,2.117,2.646,3.673
0.764,0.096,1598.699,0.369,0.1,2.855,2.237,3.141
0.777,0.097,1440.929,0.395,0.091,5.484,2.663,3.66
0.813,0.103,1660.492,0.393,0.061,5.021,2.444,3.255
0.782,0.099,1766.21,0.372,0.1,3.133,2.124,2.984
0.906,0.091,1781.012,0.424,0.096,7.789,2.527,2.868
0.808,0.099,1634.043,0.393,0.1,7.717,2.484,3.315
0.738,0.097,1610.773,0.383,0.1,9.291,2.592,3.655
0.849,0.102,1867.113,0.364,0.09,8.786,1.815,2.367
0.791,0.096,1624.858,0.359,0.089,8.624,2.059,2.83
0.836,0.104,1785.731,0.442,0.086,8.415,3.144,4.05
0.784,0.097,1777.473,0.454,0.1,9.054,3.702,4.988
0.823,0.099,1528.282,0.432,0.1,6.115,3.121,4.042
0.858,0.098,1349.751,0.395,0.1,2.626,2.243,2.792
0.898,0.102,1581.159,0.421,0.081,6.533,2.621,2.978
0.781,0.094,1742.034,0.424,0.086,8.772,3.082,4.207
0.791,0.1,1728.256,0.382,0.1,2.76,2.263,3.131
0.808,0.098,1632.905,0.403,0.1,8.563,2.651,3.527
0.898,0.105,1467.924,0.442,0.097,3.101,2.874,3.276
0.889,0.094,1439.161,0.38,0.086,2.207,2.034,2.345
0.747,0.104,1809.683,0.409,0.1,7.618,2.894,4.073
0.757,0.096,1575.412,0.409,0.1,7.16,3.005,4.151
0.812,0.094,1648.343,0.394,0.1,9.025,2.473,3.288
